Receiver_ID,Name,Type,City,Contact
912,Katelyn Proctor,Charity,Williamsborough,(949) 271-7461
913,Jeffrey Jones,NGO,Kennethmouth,(297) 229-2136
914,Jeffrey Walker,Individual,Woodardview,(028) 472-1603
915,Deborah Garza,Shelter,South Alanville,(695) 589-2656
916,Lindsey Mathis,Shelter,Ianland,(816) 558-5061
917,Michael Townsend,Shelter,East Kevin,(034) 803-8502
918,Katrina Cruz,Charity,Jenkinsfurt,(709) 191-5616
919,Sarah Brown,Shelter,North Christina,(119) 880-7367
920,Gregory Rodriguez,Charity,West Davidview,(671) 667-1616
921,Kelly Walls,Individual,Lake Victoriaton,(857) 517-5280
922,Savannah Holland,Individual,Kelleystad,(487) 688-7575
923,Victor Diaz,Shelter,Darinview,(561) 923-0470
924,Sarah Roberts,Shelter,North Janetland,(513) 459-3188
925,Cassidy Davis,Individual,West Donaldmouth,(815) 359-4471
926,Kimberly Ware,Individual,East Sheriton,(078) 266-0266
927,Mary Escobar,Individual,Gloriaview,(663) 863-6846
928,Barbara Richards,Charity,Carlostown,(524) 811-9365
929,Donna Terry,Charity,Mathistown,(104) 858-7570
930,Joseph Smith,Shelter,Dunnbury,(909) 913-1799
931,Rhonda Lewis,Individual,South Michael,(068) 151-1254
932,Justin Stevens,Charity,South Mary,(756) 051-1371
933,Jodi Lee,NGO,West Paulfort,(351) 796-2649
934,Dr. Wendy Terrell,Charity,Erikashire,(566) 236-8791
935,John Harris,NGO,Riverafort,(827) 545-0294
936,Jacob Horton,NGO,Port Douglasland,(286) 744-5283
937,Mark Ward,NGO,Port Jonathanton,(038) 431-1430
938,Matthew Thornton,NGO,Hayesfort,(108) 406-9823
939,Chad Vaughn,Charity,Lake Brandonborough,(565) 199-2977
940,Lynn Lucas,Charity,Elizabethberg,(689) 129-0146
941,Jessica Boyd,NGO,South Heather,(758) 410-5626
942,Earl Hess,Charity,Rodneyborough,(009) 175-1556
943,Rebecca Lucas,Charity,New Jessicabury,(721) 446-3873
944,Sharon Wood,Charity,New Melindashire,(528) 217-6863
945,Alex Leon,Individual,Caitlynhaven,(667) 114-0630
946,Taylor Mann,Charity,North Lawrence,(766) 748-2534
947,Debra Webster,Charity,East Debramouth,(930) 291-9053
948,Thomas Castaneda,NGO,West Ashleymouth,(182) 504-4729
949,Allison Pennington,Individual,North Lydiaberg,(586) 713-6798
950,Caitlin Bennett,NGO,Delacruzborough,(351) 050-3132
951,Brittany Mcclain,Individual,Robertville,(811) 036-2093
952,Sarah Morgan,Charity,Gilbertfurt,(630) 809-8000
953,Tina Anderson,Charity,Port Jonathanhaven,(102) 168-5649
954,Mark Russell,NGO,Nathanstad,(381) 175-3680
955,Christopher Wong,Charity,Jacquelineshire,(745) 135-7397
956,Jacqueline Fernandez,Charity,Kennethside,(573) 412-8522
957,Angela Hall,Charity,Greenville,(257) 624-3615
958,Scott Brown,Individual,Oneillland,(879) 448-7571
959,Samantha Gomez,Charity,Suzanneton,(955) 495-8534
960,Jason Hughes,Shelter,Myerstown,(851) 627-0395
961,Tyler Gray,NGO,West Dustinberg,(374) 850-8848
962,Donald Anderson,Shelter,North Stephanieborough,(224) 951-1888
963,Victor Ward,NGO,Johnhaven,(628) 048-2026
964,Donald Moore,Individual,Davisfort,(742) 164-8768
965,Ashley Silva,NGO,Port Thomas,(553) 048-3123
966,Sheila Lang,NGO,Lake Larryborough,(585) 286-2289
967,Samantha Sherman,Individual,Port Cindyberg,(659) 277-6748
968,Mr. Joseph Herring,Individual,Mariefurt,(839) 044-2094
969,Leon Foster,NGO,Bennettton,(198) 936-9076
970,Brandon Rice,Shelter,South Benjamin,(563) 122-2255
971,Teresa Estrada,Individual,Mayburgh,(320) 778-4104
972,Patricia Joseph,Individual,Lauraport,(611) 927-6696
973,Brian Johnson,NGO,Patrickfort,(751) 479-5501
974,Mark Miller,NGO,North Joshua,(011) 361-1154
975,Danielle Bullock,Individual,Amandafurt,(888) 253-9476
976,Tammy Patrick,Individual,Clarkton,(671) 552-9014
977,Pamela Scott,Charity,South Paul,(310) 642-0442
978,Adam Evans,Individual,Lake Sonya,(484) 398-0067
979,Rebecca Wright,Charity,Teresastad,(707) 387-4410
980,Elizabeth Fisher,Shelter,Carrborough,(298) 908-3776
981,Dawn Jennings,Shelter,Port Cody,(085) 759-6512
982,Thomas Villanueva,NGO,Gutierrezmouth,(338) 603-9644
983,Joanna Black,NGO,North Jacobhaven,(781) 950-5825
984,Steve Kirby,Charity,Travishaven,(815) 195-8711
985,Thomas Sanchez,NGO,Rodneyfurt,(231) 592-1072
986,Rita Kane,Shelter,South Jamie,(347) 306-2056
987,Becky Smith,Shelter,East Renee,(790) 708-7489
988,Kristi Rodriguez,Charity,Nielsenberg,(349) 864-5409
989,Timothy Bradshaw,Individual,North Laura,(451) 260-5312
990,Patricia Hardy,Shelter,Thomasport,(076) 687-3532
991,Lindsey Wagner,Shelter,Jessicaburgh,(401) 052-7584
992,James Curry,Individual,Port Johnside,(223) 043-8999
993,Alexis Hayes,Shelter,Matthewmouth,(543) 812-0534
994,Angelica Simmons,NGO,Port Kellifort,(902) 942-8232
995,Brittany Taylor,Individual,Andrewsport,(296) 568-7106
996,Matthew Curtis,Shelter,Lanechester,(127) 889-4442
997,Amanda Cain,NGO,New Steven,(001) 491-5601
998,Theodore Briggs,Individual,South Sandra,(930) 609-9442
999,Cheyenne Ramsey,NGO,Lake Jeffery,(326) 320-4816
1000,April Miller,Shelter,Shelbychester,(894) 873-2652
